Country,Date_confirmation,New_infected,Total_infected
United States,2022-05-18,1,1
United States,2022-05-19,0,1
United States,2022-05-20,1,2
United States,2022-05-21,0,2
United States,2022-05-22,0,2
United States,2022-05-23,0,2
United States,2022-05-24,0,2
United States,2022-05-25,2,4
United States,2022-05-26,5,9
United States,2022-05-27,3,12
United States,2022-05-28,0,12
United States,2022-05-29,2,14
United States,2022-05-30,0,14
United States,2022-05-31,5,19
United States,2022-06-01,0,19
United States,2022-06-02,4,23
United States,2022-06-03,5,28
United States,2022-06-04,0,28
United States,2022-06-05,0,28
United States,2022-06-06,1,29
United States,2022-06-07,6,35
United States,2022-06-08,5,40
United States,2022-06-09,5,45
United States,2022-06-10,2,47
United States,2022-06-11,2,49
United States,2022-06-12,0,49
United States,2022-06-13,16,65
United States,2022-06-14,7,72
United States,2022-06-15,12,84
United States,2022-06-16,16,100
United States,2022-06-17,13,113
United States,2022-06-18,0,113
United States,2022-06-19,0,113
United States,2022-06-20,0,113
United States,2022-06-21,29,142
United States,2022-06-22,14,156
United States,2022-06-23,17,173
United States,2022-06-24,28,201
United States,2022-06-25,0,201
United States,2022-06-26,0,201
United States,2022-06-27,43,244
United States,2022-06-28,62,306
United States,2022-06-29,45,351
United States,2022-06-30,44,395
United States,2022-07-01,0,395
